Gene	A19_uninfected	A20_uninfected	A21_uninfected	A22_uninfected	A23_uninfected	A19_influenza	A20_influenza	A21_influenza	A22_influenza	A23_influenza
HOXA4	0	0	0	0	0	0	0	0	0	0
TOPORS	2146	2358	1709	2487	2388	2450	2435	2152	3074	1991
BCO2	190	203	168	190	393	284	265	184	205	188
GPX1P1	0	0	0	0	0	0	0	0	0	0
KCNMB2	2	1	4	4	3	7	3	4	0	1
AC068051.1	41	40	31	34	44	74	35	63	34	35
ENTPD6	1797	2085	1555	1649	2561	1996	1622	2185	1998	2271
DMBX1	53	13	23	12	23	39	29	24	16	9
KLKP1	2	3	2	3	2	15	21	20	5	38
OR11L1	0	0	0	0	0	1	0	0	0	0
ENPP1	57	84	59	108	146	110	73	65	156	94
ATP11AUN	3	6	13	6	16	12	9	13	8	7
CCDC154	8	16	8	8	30	21	16	15	23	21
FAR1	2908	3183	2481	2858	2868	3527	3667	3254	3108	2270
CPLANE1	1273	1799	1301	950	1482	1487	1419	1444	1063	1030
ZNF841	5	2	1	3	3	5	2	1	4	1
MFAP5	35	58	269	39	173	72	199	61	66	92
MYH6	98	104	79	68	105	102	100	114	102	102
VN1R5	0	0	0	0	0	0	0	0	0	2
ZNF615	510	398	353	468	661	590	371	443	653	373
CXorf40A	709	829	634	723	935	1053	936	922	750	759
CDC42SE1	435	848	483	1254	634	538	631	692	1370	918
UBE2Q2P12	55	107	34	72	85	112	125	72	65	60
MPEG1	354	388	379	35	423	331	156	420	80	458
SERPINB2	60	55	86	831	186	108	36	142	965	429
DPP4	1741	1271	1339	703	1717	2394	1652	1765	814	1075
SERPINB13	15	9	2	8	7	122	67	7	9	0
AC106870.1	0	0	0	0	0	0	0	0	0	0
PDCD1LG2	563	567	379	1572	722	858	1066	802	2270	1197
ZNF433	0	0	0	0	0	0	0	0	0	0
CCER1	0	1	0	0	2	4	2	3	0	2
DNAH10	208	195	176	39	127	364	133	73	50	142
SLC22A24	33	33	20	38	33	33	35	21	32	31
AC007952.1	0	0	0	0	0	0	0	0	0	0
AL157838.1	101	63	48	178	107	147	113	68	162	134
OR51C1P	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0
CBX3P7	0	0	0	0	0	0	0	0	0	0
SPTAN1	6044	5695	3886	6546	8148	6399	5078	4994	7055	6400
NMB	280	227	248	231	383	586	330	306	252	209
PARVA	3921	3673	2677	3940	5126	3948	3483	3165	4227	3233
KLHL14	57	58	12	13	93	31	24	38	12	22
OR6C74	0	0	0	0	0	0	0	0	0	0
FAM114A1	11129	8257	5768	8259	9576	12170	9011	7712	9144	6590
RPE	2110	1692	1177	1250	1707	1747	1892	1457	1401	1117
ZNF460	240	147	180	354	200	435	294	144	271	147
CR1L	93	112	165	474	232	147	289	365	594	970
PHF2	978	1117	721	1300	1444	1133	923	1015	1495	1056
RPS26	5273	14074	3549	2169	3521	7681	12666	4168	2551	2437
C14orf178	46	32	18	8	75	58	42	35	27	43
PTMAP2	0	0	0	0	0	0	0	0	0	0
SCGB1D4	1	0	0	0	1	0	0	2	1	0
PSAP	83808	61452	57710	56373	93292	101582	69176	75378	68318	60963
S100A10	13496	23359	14840	9216	14279	17037	16358	18619	10128	10659
CFAP43	1414	1544	1097	352	1028	1922	1329	578	349	837
LHFPL5	15	26	17	28	34	16	11	19	30	47
RPL37A	5006	9046	6536	5956	5942	7799	8943	7966	5611	4657
HOXC6	0	0	0	0	0	0	0	0	0	0
TXNRD3,TXNRD3	391	534	477	222	589	490	440	723	387	384
CFD	2774	2621	3235	360	2765	5376	4788	2104	568	1558
STPG3	0	0	0	0	0	0	0	0	0	0
MAP1LC3C	61	7	29	31	35	19	6	15	39	16
MCMBP	1867	1936	1527	2478	2025	2623	2550	2134	2886	2081
EME2	7	13	12	11	22	10	10	11	6	3
KLHDC1	872	944	674	510	981	818	1079	851	644	623
ZNF81	582	692	441	602	840	594	622	759	739	624
TAF13	1056	1218	1221	1649	1258	1396	1035	1506	1869	1387
ZNF780A	0	0	0	0	0	0	0	0	0	0
ATAD3A	425	805	519	703	667	509	539	688	674	642
OR5B17	0	0	0	0	0	3	0	0	0	0
OR52M1	0	0	0	0	0	0	0	0	0	0
IGKV7-3	0	0	0	0	0	0	0	0	0	0
FAM118B	1219	1082	970	899	1321	1116	901	1421	1206	1183
ZNF461	304	211	182	276	437	367	360	230	347	248
AC011450.1	34	28	15	50	39	37	33	35	38	33
AC122129.1	0	0	0	0	0	0	0	0	0	0
CCDC180	3	2	3	3	3	0	4	1	1	2
SLC9A8	1469	1234	1089	2094	1550	1168	1501	1469	2737	1914
OCLN	4869	3093	4977	4448	4082	6164	2948	5305	4651	3546
CFAP299	1650	1992	1552	102	904	1625	1429	760	106	950
HIST4H4	325	251	231	388	373	284	330	270	427	298
CYP2A13	3	0	1	8	0	10	4	3	2	5
ZNF181	699	991	730	556	1003	628	603	798	858	587
SLC22A20P	26	41	19	35	52	50	50	50	35	47
OR8G1	0	2	2	0	0	0	0	0	0	0
INKA2	728	1103	446	393	1164	688	841	638	481	308
ZNF44	1140	1083	676	909	1295	1300	1301	897	1196	948
GPAA1	4801	5547	3541	2607	6247	4124	3671	4674	3113	3442
ADAMTSL2	311	391	386	371	711	407	436	765	425	715
SGTB	604	531	366	679	535	689	926	595	829	584
ZNF790	305	282	204	187	409	373	276	292	309	189
OR5M12P	0	0	0	0	0	0	0	0	0	1
PRB3	0	1	4	3	6	0	0	3	2	0
FAM49A	2638	2499	1464	3375	2930	2986	3288	2325	3792	3770
MYO1C	7056	7157	7097	11247	9433	7895	5776	9761	11721	6606
MDS2	110	43	66	98	123	67	76	117	112	47
OR7E13P	0	0	0	0	0	0	0	0	0	0
NKIRAS1	1526	1426	1273	2023	1726	2053	2052	1613	2245	1579
OR1S2	0	0	0	0	0	0	0	0	0	0
UGT2B17	0	3	0	0	0	0	1	0	0	0
MEIG1	35	25	19	6	14	31	33	16	19	20
SLC22A12	0	1	0	0	0	1	2	0	7	0
KIF13B	1860	1974	1530	2117	1795	2239	2277	2053	2462	1560
NRAP	16	11	14	11	13	29	27	15	7	22
ADH5	3374	4586	3201	1871	4855	3915	4112	3742	2514	2715
SLC22A6	13	13	17	18	12	21	24	14	24	29
HIST1H2BK	251	258	319	278	365	459	324	402	279	328
TEAD4	1061	1315	752	1755	1552	1405	1770	1427	2307	2075
SPG7	1915	1996	1355	2130	2908	1859	2301	2326	2566	1981
HRNR	0	0	0	0	0	0	0	0	0	0
IFNA1	21	24	15	2	14	28	16	20	10	65
HES5	0	0	0	5	3	1	3	1	7	6
C2orf27A	1110	1033	400	583	1064	1041	1109	481	694	1047
ZNF677	847	643	439	652	684	768	612	568	917	391
ERO1A	33375	23594	29519	42107	25925	40685	32535	45544	45471	28626
ZNF823	424	384	315	433	540	486	432	426	310	321
CYYR1-AS1	0	0	0	0	0	0	0	0	0	0
ZNF311	95	84	84	32	89	137	85	116	51	63
ZNF347	503	554	356	463	631	498	454	530	582	500
OR5H2	0	0	0	0	0	0	0	0	0	0
PLCG2	816	1020	451	1857	1958	739	1070	851	1606	1224
FCHSD1	458	409	271	422	653	346	424	387	409	492
ZNF71	659	686	521	1486	1133	613	498	750	1233	641
AADACL2	26	46	70	0	45	50	50	19	0	7
S100A6	8077	12896	10253	6581	10313	13792	12030	11864	7810	7413
RPL12	8415	11993	9379	7571	8698	13598	12299	11458	7831	6771
DNM3	2717	2142	1406	1658	2889	2507	2534	2206	1584	1454
ZNF121	2070	1302	1266	1697	2142	1645	1034	1808	2168	1433
MPZL1	14498	12169	8620	29876	15039	13744	12554	13744	34336	18046
VPS13A	5048	5105	3652	9750	4267	6421	6369	5520	8412	4588
MBP	2295	3464	2731	2155	3325	3149	4236	3732	2754	3159
AKAP17A	373	820	556	969	505	1234	1121	935	883	659
ELOVL2	79	50	21	50	264	66	74	62	58	90
GOLGA6L9	817	940	627	623	715	1053	933	714	658	571
LEKR1	667	749	545	338	519	821	721	510	405	412
C1orf122	198	343	324	495	469	357	298	354	524	331
OR51A8P	0	0	0	0	0	0	0	0	0	0
SNHG12	850	1026	846	1139	1138	1904	1441	971	1145	989
ZNF734P	0	3	2	0	0	9	1	4	0	5
AL592490.1	3	1	0	0	0	3	0	2	2	0
CLEC9A	83	134	67	61	103	121	168	147	159	144
KEL	12	14	8	6	23	12	10	18	20	8
NOL8	2465	2815	1879	1587	2878	2377	2831	2646	1998	1814
IRAK4	895	1017	682	595	1178	1003	876	880	669	841
CCDC151	16	60	18	18	53	42	40	24	29	23
DLGAP2	47	67	37	32	112	74	81	46	21	62
MRPL42	3255	4107	2897	3056	3535	3360	3640	3355	3727	2270
ENTPD7	523	391	307	635	517	486	469	375	862	470
FCGR1B	2	1	1	1	2	7	5	3	2	9
SPANXA1	12	23	9	9	16	15	17	22	5	5
SAGE2P	1	0	0	0	0	4	2	1	0	0
ZNF335	1661	1170	912	3655	2389	1603	1372	1202	3630	1852
ZNF560	3	9	6	15	4	17	11	16	8	7
TUBA3C	0	1	2	1	0	0	5	3	2	1
RPS4X	0	0	0	0	0	0	0	0	0	0
ZNF273	703	461	329	130	606	640	632	339	256	425
ZNF84	2647	2158	1573	3133	2639	2769	2595	2413	2912	1965
MAK16	0	0	0	0	0	0	0	0	0	0
ZNF667	1016	641	372	1007	1536	932	715	437	1100	782
AVPR1B	6	2	7	0	1	6	2	5	2	0
SIRPA	2115	1547	1603	4787	4032	2146	1996	2567	6389	5611
DSCR8	1	4	0	1	2	1	0	7	4	2
GRK6	96	144	109	128	190	169	134	157	146	73
PRIM1	279	404	213	110	325	265	288	263	128	174
MARCH5	3340	2543	2233	4573	3120	5014	3811	2843	4640	3066
POTEH	1	2	2	0	0	18	4	9	2	1
NPIPB13	7748	6305	4186	9421	8628	6593	7622	6454	10478	8297
AKR1B10	13	2	4	11	27	12	16	7	5	3
SULT1C4	492	301	116	283	618	393	422	187	302	241
CYP2A7	0	0	0	0	0	0	0	0	0	0
ZBTB14	588	682	412	346	627	544	416	534	491	421
KRTAP9-9	5	4	5	9	5	7	11	4	8	7
CD2AP	4607	4611	4765	8895	4404	7008	6446	6360	8184	5091
NUP62CL	138	153	150	84	95	150	170	134	60	101
SFI1	1315	1224	1000	1327	1659	1198	1615	1551	1273	1245
KRTAP4-6	0	0	0	0	0	0	0	0	0	0
TMPRSS11F	7	6	9	20	12	13	7	5	10	5
ZNF649	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0
OR2T6	0	0	0	0	0	2	0	0	0	0
ZNF248	2716	2158	1811	1464	2559	2368	2180	2297	1652	1228
AC025279.1	273	267	150	561	542	300	285	202	630	348
CHSY3	819	1129	828	1067	1553	871	958	1169	1267	919
TOR4A	48	172	93	91	98	70	118	162	99	148
LPAR1	3433	3208	2849	6573	4966	3760	4696	3863	8836	6030
MB	30	25	58	1	86	164	53	19	11	23
OR2L3	0	0	0	0	0	0	0	0	0	0
DEFB107B,DEFB107B	98	117	60	67	89	127	133	102	109	154
HIBCH	2692	2692	1927	1150	2907	2696	3129	2536	1423	1611
ZNF544	6	8	8	10	14	15	2	12	16	7
TMEM229B	225	296	145	396	293	262	354	282	588	401
PTMAP9	0	0	0	0	0	0	0	0	0	0
SOWAHC	215	448	320	356	392	267	302	388	337	222
ZNF770	2462	1867	1566	2120	1843	2194	1761	1892	2368	1565
ZNF849P	0	0	0	0	0	0	0	0	0	0
ZNF876P	437	235	162	357	548	362	491	288	545	360
NPIPB6	561	444	228	623	776	545	588	449	695	531
HMGN5	365	830	446	172	585	434	655	511	266	344
MIER1	7336	7564	5818	11118	8839	9576	10146	8014	12723	11084
MAN1A2	2970	5318	3095	2721	4628	4077	5343	3792	3032	3192
SVIP	612	849	846	842	827	746	638	1065	940	634
ZNF251	971	962	566	584	1444	837	784	903	797	845
DDRGK1	2011	2884	2269	1872	2766	2957	2716	3074	2022	2160
FAM47C	0	0	0	0	2	0	0	0	2	0
TFDP1	566	965	535	245	666	616	727	596	305	453
CLEC4C	11	9	12	16	11	16	22	25	16	14
ZNF607	30	27	14	10	27	26	17	13	9	13
BPIFA1	134	17	722	2	1269	2388	89	63	8	990
ZNF334	520	339	280	78	333	289	316	290	108	142
HSD17B11	997	1032	886	726	1397	1358	1079	1008	812	782
SZT2	786	884	577	604	1008	826	827	861	780	872
SULT1C2	110	76	48	216	139	169	92	75	372	238
ZXDA	53	59	27	69	75	53	55	82	85	77
RPS6KL1	385	464	288	1015	330	233	440	439	792	316
AC092143.1	0	0	0	0	0	0	0	0	0	0
CACNA1E	9	12	19	19	16	70	17	13	20	37
OR51H2P	0	0	0	0	0	0	0	0	0	0
QRICH1	3577	3291	2686	5418	5334	3904	3958	4036	6422	4610
AFDN-DT	113	58	33	35	158	130	117	42	65	61
CSF2RA	375	239	434	667	617	423	420	525	775	496
FKBP1C	2760	4487	2096	2334	4330	2434	3194	3232	2570	2650
DDX42	2113	2285	1908	2216	2282	3900	2944	2362	2271	1828
AC131392.1	2799	3406	1706	967	2507	2869	4461	2192	1096	1273
RPL23A	6566	9359	7179	7651	7698	9820	9417	8752	8028	6564
SLC29A3	248	332	233	148	310	221	135	288	235	135
CYP2A7P2	0	0	3	0	2	1	3	2	2	3
STYX	1224	1148	661	1169	922	1213	919	963	1409	696
UBL5	2100	3692	2782	2071	2982	3219	3274	3370	2318	2352
OR5BB1P	0	0	0	0	0	0	0	0	0	1
HELZ	8663	6603	5951	9624	6619	12242	11552	8059	8609	5754
TMEM116	871	769	833	845	782	934	958	1179	947	719
KRTAP4-5	0	0	0	0	0	0	0	0	0	0
UCKL1	1152	1108	933	1054	1419	1252	1291	1230	1155	936
AC021146.1	0	0	0	0	0	1	0	0	0	0
OR5B21	0	0	0	0	0	0	0	0	0	4
NUP210P1	0	0	0	0	0	0	1	0	0	0
CARD11	391	467	242	329	694	393	618	494	463	725
ZNF485	135	182	106	27	121	137	91	182	44	90
PEG3	0	0	0	0	0	0	0	0	0	0
SDAD1	1219	1681	1054	1174	1574	1312	1511	1566	1510	1405
BMS1P9	155	237	218	199	239	178	247	211	194	130
ZKSCAN8	1324	814	675	1150	1341	1074	933	1083	1450	783
PHETA1	206	203	195	287	270	195	81	184	259	193
TMEM239	0	0	0	1	1	1	0	1	0	0
HYLS1	43	43	18	38	82	68	21	53	48	38
MYL4	17	37	21	35	26	56	32	21	31	40
ZNF442	231	225	118	525	387	191	248	155	730	444
ZNF813	398	412	325	256	471	356	360	410	329	357
HOXC4	11	10	20	2	57	5	16	9	5	11
DCAF12L2	0	0	0	0	2	2	0	0	0	0
PIM3	2331	3058	3082	9846	3751	4799	6054	5850	10408	5514
ASNA1	2299	2548	2163	1587	2800	2718	1958	2739	1890	2041
AL354714.1	16	17	10	14	23	36	25	19	17	34
ASPH	21362	20699	18662	16013	19046	20608	15902	23292	17416	12205
OR7A11P	0	0	0	0	0	0	0	0	0	0
SPRED2	3018	3033	2421	5754	3867	3252	3168	3818	5351	2801
WWP2	2912	2955	2317	2215	3674	3087	2817	3107	2942	2851
GFPT1	16128	10344	14981	12585	9518	20285	15215	16524	13869	9774
UVRAG	4272	4495	3011	8852	5684	5348	6548	5404	8746	6435
KRTAP13-1	0	0	0	0	0	0	0	0	0	0
ZNF26	947	903	652	1432	1267	1023	834	952	1556	841
TMEM207	10	14	6	3	10	12	8	10	15	9
ITSN2	7161	7688	6218	13505	9098	10268	10275	9265	13209	7930
NTRK1	29	15	31	110	119	43	33	82	177	178
BZW1P2	0	0	0	0	0	0	0	0	0	0
OGA	9497	7552	7774	16207	10867	13909	16381	13209	14951	10059
TATDN2P1	0	0	0	0	0	0	0	0	0	0
ZNF658B	124	204	154	51	175	137	120	191	46	96
MT1F	0	0	0	0	0	0	0	0	0	0
TCAF1	2388	4498	2661	1753	2859	2983	5029	3993	2319	2308
ZNF69	627	874	491	436	726	545	612	815	487	334
TXNRD1	6052	6834	7277	8291	7155	7911	5140	8974	9372	5584
NRARP	31	32	7	20	29	24	13	21	19	9
ZNF583	480	692	371	595	756	497	667	590	817	634
KRTAP4-1	0	0	0	0	0	0	0	0	0	0
CCT8L2	0	0	0	0	1	0	0	0	0	0
OR14L1P	0	0	0	0	0	0	0	0	0	0
ZNF568	1363	1098	851	1010	1298	1565	1492	1133	1261	789
PRR31	0	0	0	0	1	0	0	0	0	0
ZXDB	210	309	155	223	372	214	233	207	310	295
CYP21A2	0	0	0	0	0	0	0	0	0	0
ZNF480	54	91	63	55	68	78	83	89	54	70
ZNF587	0	0	0	0	0	0	0	0	0	0
TPM2	4027	5722	2827	3027	7647	7606	6498	2913	2838	3534
FLVCR1-DT	66	104	78	43	108	89	71	119	73	55
RTP2	4	1	2	2	2	1	10	0	0	0
SH3BGRL2	1502	1516	1237	844	1398	1478	1535	1404	767	716
ZNF808	499	516	370	375	565	371	487	447	542	430
ANKRD35	406	490	185	64	654	418	412	150	96	89
B3GNT6	79	12	124	20	100	91	1	189	5	20
AC007920.1	2	1	2	1	1	1	1	1	0	6
YTHDF2	4739	4134	3666	4221	5126	4767	3426	4763	4862	3517
NBR2	822	857	844	430	983	682	654	870	461	647
TMA16	1184	1808	1231	1093	1375	1253	1362	1635	1404	881
HLA-DRB5	11151	10617	5225	15162	4154	19484	15067	8352	17315	9695
ATL1	940	924	819	556	1004	1186	1279	976	645	735
CNGA1	0	0	0	0	0	0	0	0	0	0
MAFK	116	167	106	214	249	214	152	159	247	170
ARMH1	209	192	173	39	193	240	212	96	47	210
ZNF43	1364	1331	1184	2154	1727	1303	1540	1507	2627	1375
GPN1	1440	1594	1187	1375	2011	1587	1484	1602	1695	1182
PLN	0	0	0	0	0	0	0	0	0	0
PABPC1P2	0	0	0	3	0	2	2	2	1	0
C2CD4A	46	62	36	312	27	60	36	66	373	253
ZNF28	126	109	119	106	143	130	146	152	123	130
ITGBL1	856	831	333	407	2243	1301	1103	400	522	574
ZNF511	0	0	0	0	0	0	0	0	0	0
C20orf203	72	24	25	51	51	73	83	20	40	51
ZNF627	674	591	497	435	672	717	619	507	626	506
KCNRG	0	0	0	0	0	0	0	0	0	0
WDHD1	841	636	424	390	736	749	642	470	539	463
AC133561.1	9	20	16	5	21	39	27	15	20	15
ZNF789	221	255	147	162	307	168	245	255	222	218
CTNND1	10309	7064	5267	9242	9318	11471	8225	7521	9665	7485
DDX39B	0	0	0	0	0	0	0	0	0	0
SLC34A3	0	2	0	0	0	6	0	0	0	0
RD3	8	1	6	3	0	5	9	4	1	5
SPANXC	2	0	0	0	0	0	0	0	0	1
SH2D1B	127	103	35	239	210	185	228	42	169	158
ARC	218	146	40	365	506	227	114	105	397	274
AC073343.1	0	0	0	0	0	0	0	0	0	0
NUDT16	593	749	547	360	732	592	702	597	507	676
TLK1	5391	5761	3661	5114	5209	5554	5624	4291	5570	3991
LRBA	7949	8208	7883	5748	5822	10226	9105	9494	6521	4688
C3orf35	966	794	649	1327	1240	1096	883	1072	1324	948
ZNF536	138	108	67	75	97	158	127	71	55	70
MMP17	62	82	57	37	82	89	96	67	50	30
OR2M2	0	0	0	0	0	0	0	0	0	0
BAZ1A	2685	3420	2370	9929	3692	4081	4667	4227	10132	8154
AKR1C4	139	139	145	52	123	144	127	173	54	69
COPS8	5167	5042	3119	4294	5907	5235	5677	4030	5107	3626
PPIAP22	2579	4847	2708	2196	3005	3193	3209	3253	2387	2313
CCDC69	1143	1688	1055	1043	2112	1522	1830	1766	1301	1645
MDM4	4930	4242	3810	5669	4429	5081	5221	5194	5829	3667
RYR2	2683	2163	1131	1210	3515	2495	2531	1411	1283	2732
ZNF534	28	17	15	8	26	22	31	14	20	15
KLHL9	2495	2561	1800	2187	2041	2214	1989	2336	2598	1736
FAM3D	45	47	54	23	61	62	23	57	27	29
NCOA6	1750	1899	1260	1695	2141	1889	1889	1768	1897	1494
STK39	1567	1622	1160	1360	1610	3302	1962	1120	1351	917
TAT	0	2	0	3	3	3	2	5	0	0
ABHD17AP1	0	0	0	0	0	0	0	0	0	0
C6orf89	2527	2950	2337	1810	3331	2806	2624	3043	2709	2296
CALM1	14097	21121	10295	18072	18845	13141	12495	15378	18779	11493
LPA	23	17	26	19	23	152	37	39	18	20
AC135895.1	8	19	3	3	12	14	13	5	9	3
FAM19A2	485	642	474	239	485	561	630	633	342	300
OR10G6	0	0	0	0	0	1	0	0	0	0
TTC37	6593	6289	4802	4277	4879	7900	7895	5885	4431	3348
OR5BS1P	2	0	0	0	1	1	0	1	0	0
TUSC1	64	179	77	151	100	71	108	81	163	80
MAGEA1	0	0	0	0	0	2	0	0	0	0
PAPSS2	5027	6988	5059	6563	6357	5489	6407	6795	6946	3532
LINC01565	5	4	4	12	8	1	21	8	6	1
SLC9A6	1007	883	681	703	979	1031	808	887	959	602
FAN1	968	819	593	406	1007	873	681	797	638	614
ABCA4	136	102	197	218	342	165	86	200	295	233
EIF1AY	1430	8	1497	1322	1681	1868	3	1900	1828	1978
MT-ND6	0	0	0	0	0	0	0	0	0	0
IPO9	4035	3645	2788	3409	4497	3446	3289	3662	4162	3009
OR10R3P	0	0	0	0	0	0	0	0	0	0
GPX6	0	6	0	1	0	7	11	0	0	0
CEP290	2302	3555	2159	1454	2269	2673	3650	2477	1665	1244
SSBP3-AS1	0	0	0	0	0	0	0	0	0	0
MT-CO2	0	0	0	0	0	0	0	0	0	0
GLMP	507	677	602	142	797	635	560	587	202	332
TOGARAM1	395	346	283	218	437	421	383	310	259	266
DLL1	834	781	311	559	631	837	1178	435	638	648
ANKRD13B	0	0	0	0	0	0	0	0	0	0
ECI2	263	290	236	177	290	271	297	242	249	267
UNC13B	2675	2181	2340	3358	2693	2889	2675	3291	2971	2019
TEX45	22	20	20	26	40	41	47	25	30	34
MT-CYB	0	0	0	0	0	0	0	0	0	0
LDB1	384	456	261	314	515	534	473	336	372	262
PPP1R14C	408	606	404	612	318	576	547	555	685	373
CTR9	3221	3350	2367	3073	3682	3353	2505	3210	3350	2642
SMOC1	70	98	47	45	158	113	116	67	63	99
F5	101	183	112	144	351	130	341	121	200	305
MSRB1	894	1308	1175	422	999	1223	1243	1917	816	2217
SMIM11P1	2	0	2	0	1	0	2	0	1	0
LRRTM3	0	0	0	0	0	0	0	0	0	0
ZNF652	6187	5932	4609	4844	6156	5596	5033	5204	5286	3930
SMURF1	2573	2538	2688	4615	3210	3299	3112	3926	5148	3850
SLC5A3	0	0	0	0	0	0	0	0	0	0
MTCO3P12	0	0	0	0	0	0	0	0	0	0
GPATCH3	369	565	328	394	553	499	274	404	448	455
CDC42BPB	1395	1651	1042	2303	1511	1843	2315	1302	2255	1679
PLXNB3	39	22	8	8	50	50	57	27	25	23
OXCT2	0	0	0	0	0	0	0	0	0	0
RPL10A	6752	10437	7148	6817	9277	9232	9323	8748	7402	6244
COLGALT2	225	163	123	208	382	208	169	180	217	386
EPS8L3	0	0	0	0	0	0	0	0	0	0
EGFL6	867	666	301	1384	692	1571	836	620	1409	764
MT-ND2	0	0	0	0	0	0	0	0	0	0
SYCP1	140	166	192	161	204	240	257	222	160	139
APCDD1L	246	182	101	180	157	119	295	142	180	173
RCSD1	1062	1662	790	5990	2153	1232	1733	1647	5469	2062
RASSF9	795	663	788	329	785	671	700	763	430	443
FAM169A	131	175	108	134	263	210	242	175	164	196
ZNF830	0	0	0	0	0	0	0	0	0	0
GRIN3A	84	65	53	46	75	127	97	91	85	94
MT-ND5	0	0	0	0	0	0	0	0	0	0
OR4D12P	1	1	0	0	0	4	0	1	0	0
MUC2	11	1	3	0	1	3	13	1	1	5
CNOT7	5491	6211	5240	4642	5477	6491	5506	6328	5092	3687
TMEM184B	2658	2909	1868	4456	3469	3483	2878	3024	4716	3017
MTOR	1461	1176	864	1353	1594	1306	1165	1184	1720	1356
SCAMP5	268	190	92	67	326	229	300	79	102	96
ZNF521	2682	2450	1206	1456	3522	2357	2300	1599	1442	1428
ALPK2	20	37	20	43	58	62	45	50	43	41
BRINP2	23	37	7	12	38	21	10	23	12	13
MAGEB3	0	0	1	0	1	0	0	0	0	0
LRIG2	1508	1178	1067	1141	1468	1572	1460	1365	1185	936
MT-CO1	0	0	0	0	0	0	0	0	0	0
PNP	666	457	267	911	889	560	484	411	983	775
PAX9	168	176	110	5	88	487	203	61	11	118
LRRC10	2	1	0	0	1	2	3	3	1	0
GK	1375	1222	1815	7943	1238	2071	1645	3351	9250	4078
FOXJ3	5645	5044	4104	8061	5626	8072	7494	5580	7893	4668
ZNF358	112	476	136	130	192	261	298	189	131	103
SFT2D1	2949	3672	2827	2931	3357	3322	3216	3930	3501	3021
CD247	1101	1498	617	1611	1971	1321	2285	1284	1871	1861
GRM3	129	158	148	297	152	147	136	236	302	131
CHAMP1	219	311	165	144	253	207	210	265	168	184
INPP5F	947	1053	613	867	1063	1166	1285	1048	996	755
ARHGAP11A	429	566	294	75	342	327	278	399	95	195
SUCNR1	0	0	0	0	0	0	0	0	0	0
HMGN2	7169	11444	8539	6713	10809	8112	8920	9838	7508	6675
SELENOM	6716	9461	8283	8408	10800	10743	12201	10223	9660	11846
UBE2J1	5883	7107	4563	11794	8570	7309	6700	8270	12736	9571
GJC2	14	49	16	13	29	41	57	36	14	16
OPA1	3114	2887	2162	3024	3119	3439	3097	3243	3655	2522
DENND4B	669	1009	653	779	1003	974	1361	1022	914	741
RYR3	67	104	53	93	132	192	110	79	121	97
ZNF277	1303	1358	1304	1515	1236	1553	1600	2126	2019	1703
MT-ND3	0	0	0	0	0	0	0	0	0	0
KTI12	0	0	0	0	0	0	0	0	0	0
DUSP27	5	2	4	1	3	22	3	3	0	1
SELENOT	5395	6196	5012	5018	6379	6276	5048	6154	5971	4490
ARHGEF15	1959	2161	660	1657	2814	1474	2089	1788	1834	2632
TOX	1804	1986	1407	1525	1444	1828	1411	1719	1632	1051
CES1	2644	3634	2749	5584	5459	4657	3986	3188	7201	5131
CD3E	243	522	250	190	547	246	563	457	266	333
RUSC2	1764	1493	1107	2024	2229	2032	2046	1845	2874	1547
C1orf68	0	0	0	0	0	0	0	0	0	2
FICD	2733	2417	2113	2477	3425	2046	1832	2863	3036	3214
OSTC	8377	8775	8300	6869	8915	9678	8691	9969	8951	7121
HSD3BP5	102	105	99	257	171	73	62	124	243	112
R3HDM4	495	766	551	1703	888	835	742	994	1788	1259
TSEN15	1028	1419	961	597	1276	844	1046	1146	769	847
LTN1	3197	3241	2933	3432	2587	4503	3685	3351	3758	2432
RUNDC1	425	462	347	684	539	405	474	368	732	510
CCDC152	289	433	194	140	301	276	265	169	108	103
MTND4LP30	0	0	0	0	0	0	0	0	0	0
STKLD1	41	58	73	49	100	50	35	54	33	33
GRK5	3440	4295	2090	6402	6205	3550	4744	3724	6835	4094
TYW1	2628	2834	1958	2025	3012	3030	3232	2631	2539	2250
DCAF12	846	613	599	747	718	1226	762	772	774	689
SFMBT2	1918	1608	1309	1773	1857	2293	3702	2148	2221	4036
ASB12	15	8	0	13	8	0	2	13	11	19
PNMA5	2	2	0	0	8	5	0	3	0	5
ITPRIPL1	143	169	70	98	191	93	152	117	102	150
MT-ND4	0	0	0	0	0	0	0	0	0	0
SMC5	7912	8815	7377	10219	7664	11286	11746	10154	10449	7341
MT-ND1	0	0	0	0	0	0	0	0	0	0
DCAF12L1	0	0	0	0	0	0	0	0	0	2
PRMT6	476	739	367	380	742	331	356	528	519	435
SHISA4	506	642	373	204	797	624	513	446	277	369
CIPC	4	4	2	0	2	0	0	2	2	1
CAPZA2	11965	12857	9214	11835	12515	14235	12643	11744	13230	9421
MT-ATP6	0	0	0	0	0	0	0	0	0	0
TOP1	3939	3705	3602	9703	3717	7328	7880	5070	8587	6566
PRC1	81	172	100	55	110	113	110	103	62	73
BHLHB9,BHLHB9	630	436	342	284	750	478	581	390	331	282
