Gene	GSM5073707_neg_1	GSM5073708_neg_2	GSM5073709_neg_3	GSM5073711_neg_5	GSM5073714_pos_3	GSM5073719_pos_8	GSM5073720_pos_9	GSM5073722_pos_11	GSM5073724_pos_13	GSM5073729_pos_18	GSM5073730_pos_19	GSM5073732_pos_21	GSM5073734_pos_23	GSM5073738_pos_27	GSM5073739_pos_28	GSM5073744_pos_33
RN7SKP270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP294	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RNU4-63P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-64P	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-785P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-575P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP508	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP492	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1
RNU6-387P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-592P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP53	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP172	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP498	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP165	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-195P	1	1	0	2	0	0	0	0	6	4	2	0	0	0	0	27
RNU6-954P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RNA5SP107	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP108	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RN7SKP30	3	1	0	2	0	0	1	0	12	10	0	2	0	2	0	22
RNU6-1304P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP101	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-722P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-516P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP293	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP273	3	0	0	0	0	0	0	0	1	1	1	3	0	0	0	2
RNU2-71P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1052P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-603P	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-6P	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RN7SKP3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BP1	3	3	3	5	0	0	1	14	34	26	7	5	0	5	0	89
KLF2P3	3	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1
IGLV9-49	4	1	0	0	4	2	2	2	1	1	1	0	2	0	0	0
ZNF385D-AS2	3	4	0	9	0	0	0	0	0	0	0	0	0	0	0	1
EHHADH-AS1	12	3	3	10	0	0	0	0	0	0	0	0	0	0	0	1
FTH1P10	1	0	1	12	2	0	3	4	12	2	5	1	2	1	3	82
CDY15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02661	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01778	11	6	1	15	0	0	0	0	0	0	0	0	0	0	0	1
H2ACP1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02068	9	8	14	10	0	0	0	25	19	3	1	1	0	1	0	37
SDCBP2P1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RDXP2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CLDN10-AS1	3	0	4	6	0	0	0	0	0	0	0	0	0	0	0	1
TRBV29OR9-2	1	0	0	5	1	0	0	0	0	0	0	1	1	0	1	1
RBM22P7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS10P7	11	2	7	3	6	0	1	35	48	75	18	20	4	6	0	109
MEG9	7	1	0	33	0	0	0	0	0	0	0	0	0	0	0	1
LINC00397	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
XKRYP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P17	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RPS26P15	2	0	0	2	0	0	1	0	0	0	0	0	0	2	0	6
TRIM49D1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LIMK2P1	1	5	2	8	1	0	0	15	5	24	4	5	2	2	0	24
RBM7P1	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0
MTND6P21	6	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TMSB4XP3	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC645188	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TH2LCRR	3	1	1	5	0	2	0	15	0	3	1	0	1	0	2	2
USP17L2	1	1	0	1	3	2	0	5	0	7	3	4	3	2	4	1
RPL6P21	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTATSF1P1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMO7DN-IT1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3
TCAF1P1	2	1	7	0	6	0	4	0	26	24	5	6	1	6	0	56
GAPDHP69	1	0	0	2	0	0	0	0	3	4	0	0	1	1	0	0
LINC01825	5	2	0	16	1	1	0	0	5	5	1	1	2	1	0	2
CALM1P1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LINC02629	8	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0
VN1R42P	2	0	3	0	0	0	1	0	4	17	1	0	0	2	0	17
ZDHHC12-DT	3	1	0	15	8	0	3	0	17	32	0	3	0	7	0	10
LINC02238	2	0	3	7	0	0	0	0	2	0	1	8	0	0	0	7
NUTM2A-AS1	89	72	5	70	14	5	15	90	540	769	57	48	3	57	0	579
TRPC6P	3	0	0	5	0	0	1	0	0	1	0	2	0	2	0	5
LINC01615	6	7	5	9	0	0	0	0	0	0	0	0	0	0	0	3
FRMPD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6P2	4	0	0	12	0	0	0	0	1	0	0	0	0	0	0	1
NEFHP1	9	4	0	15	2	1	1	2	4	0	2	3	1	1	4	4
CHCHD2P5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
EXOSC6	62	41	12	53	86	4	27	139	471	508	115	64	9	52	1	1220
H2BL1P	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
SLC35C2P1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
RNF14P4	5	1	0	8	0	0	0	4	4	1	0	0	0	1	0	1
VPS52	43	36	13	45	72	8	16	72	533	715	114	143	16	67	10	950
LOC102724719	4	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723883	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP5	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SLC20A1P1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP53	9	6	6	8	0	0	0	13	41	55	11	1	5	3	0	147
CDRT15	0	2	0	0	3	0	0	1	1	1	0	1	1	0	0	0
ATP6V0E1P2	1	0	0	0	0	0	0	0	4	5	1	0	0	1	0	35
AFF2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P1	12	5	8	11	1	0	1	1	0	3	0	0	0	0	0	4
KIF28P	21	13	6	29	0	0	0	0	2	0	0	0	0	0	0	7
RABGAP1L-IT1	5	9	0	0	2	0	0	4	47	48	8	3	0	7	0	156
EEF1A1P8	2	1	2	1	1	0	2	1	2	4	3	0	0	0	1	4
HLA-DQB1-AS1	0	2	1	1	0	0	0	0	1	0	0	1	1	0	0	2
RPS15AP5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TCEAL4P1	1	2	0	8	4	0	0	0	0	0	0	0	0	0	0	0
LINC00630	23	21	17	45	4	2	5	19	183	232	50	35	5	29	0	412
ACSL6-AS1	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P28	14	3	6	17	0	0	0	0	0	0	0	1	0	0	0	3
SNRPBP1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMSB4XP4	3	1	9	30	1	0	0	1	1	1	3	1	0	0	0	119
CCR5AS	8	2	0	2	0	0	2	0	5	0	1	3	0	0	0	1
SMPD4P1	18	16	5	30	0	1	0	0	5	2	1	0	0	0	0	19
USP9YP23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P17	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC03007	16	8	0	37	0	0	0	1	3	0	1	1	0	0	1	3
CYP4F32P	2	1	0	0	0	0	0	0	10	1	1	0	0	0	0	0
TNRC18P2	33	19	4	32	3	4	2	8	7	7	7	5	6	2	8	5
RPL3P11	3	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DHRSX-IT1	2	5	2	0	0	0	0	0	4	6	0	0	0	0	0	5
CKMT1A	4	4	1	9	11	3	0	1	109	71	3	6	0	5	0	51
TINCR	9	7	2	23	2	0	0	0	22	58	5	0	0	5	0	26
TPMTP4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2P3	4	3	0	9	1	1	1	0	5	10	2	4	1	1	0	8
LINC02665	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
TVP23CP1	2	2	0	2	0	0	0	0	19	20	1	0	0	0	0	19
LINC01312	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LINC01986	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CENPVL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC3CP	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYPLA1P1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02142	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P41	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EBLN1	3	1	0	1	0	1	0	1	3	1	4	4	1	1	3	3
CRPP1	3	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P13	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1
DSCR4-IT1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
HBD	5	3	0	14	3	0	1	4	2	1	2	1	0	5	1	1
SUPT20HL2	1	1	0	12	4	0	5	5	2	4	6	2	2	6	4	1
ZNF735	2	1	2	15	2	3	0	1	1	2	0	0	1	1	1	1
LINC00370	5	1	0	5	0	0	0	0	3	3	1	2	0	0	0	12
MTCO1P17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM48P1	1	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0
AK4P4	1	0	0	3	4	0	1	0	2	1	1	0	0	0	0	7
GSTA6P	2	0	0	13	0	0	1	0	0	0	0	0	0	1	0	1
CYCSP32	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LINC01044	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
DEFA8P	2	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0
LINC01120	11	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q2P5Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2EP	2	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0
RFPL4A	4	3	0	2	2	0	2	1	2	4	2	6	0	0	1	3
RPL30P3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928012	22	10	3	15	0	0	0	3	1	0	1	0	0	0	0	0
LINC01946	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3
IGHV3-64	0	0	0	0	0	1	1	0	0	0	0	3	0	0	2	0
UHRF2P1	3	5	4	3	0	0	0	0	1	1	0	0	0	0	0	0
RAB9AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P10	0	0	0	2	0	1	0	0	2	0	1	0	0	0	0	1
KRT8P51	2	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1
C1GALT1C1L	6	0	2	3	1	1	0	5	13	24	9	2	0	5	0	25
SAMSN1-AS1	2	0	0	0	0	1	0	0	1	5	2	1	1	1	1	0
NDUFB4P8	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
EEF1A1P24	7	0	2	9	0	0	1	0	0	1	0	1	0	2	1	10
RPL34P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL34P26	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OR2AD1P	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RPSAP65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFNWP18	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00571	9	10	2	20	0	0	0	21	53	42	16	14	4	4	1	91
RPS24P14	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
DIP2A-IT1	1	3	0	1	0	0	0	0	12	10	1	1	0	0	0	14
ADH5P3	4	1	0	6	0	1	2	0	1	0	2	2	0	0	0	2
GOLGA6L11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC20P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01422	28	17	5	26	5	0	1	0	34	47	3	9	1	4	0	74
NSUN5P1	5	16	0	15	1	1	13	4	66	192	18	24	1	14	0	174
SFR1P2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64EP	0	1	2	0	1	0	2	2	1	0	0	0	0	0	1	0
CRYGGP	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02601	2	3	1	3	0	0	0	0	0	12	0	0	0	0	0	1
LINC01208	19	11	0	31	0	0	0	0	11	6	2	0	0	0	0	36
DNAJA1P1	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
UQCRFS1P2	4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2
IFITM3P2	3	1	0	0	1	0	0	3	2	3	3	3	0	1	1	15
TFDP1P2	0	5	1	1	1	1	2	2	4	6	2	2	2	5	3	6
RAD17P2	12	9	1	9	0	0	0	0	0	0	0	0	0	0	0	0
LINC02247	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
SUPT20HL1	3	0	0	1	5	3	2	4	2	5	7	5	3	2	2	0
RPL18AP14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LAPTM4A-DT	2	1	0	2	0	0	0	0	2	1	0	0	0	0	0	1
OR51B3P	1	2	0	3	0	0	0	0	1	0	0	0	0	0	0	23
RPS15AP15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD4P1	0	0	0	2	1	0	1	1	0	3	2	1	1	0	2	2
RBMY2GP	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC18-AS1	43	20	2	33	52	2	12	50	286	409	75	48	16	40	2	535
ELOCP30	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
MIR503HG	3	6	3	6	0	0	0	0	1	0	0	0	0	0	0	2
SIRPB3P	2	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0
TSSC2	18	8	0	20	3	2	1	2	24	33	9	8	0	3	0	12
MED15P9	7	1	0	16	1	1	2	0	0	0	0	2	0	0	0	3
LINC02593	18	7	10	36	0	0	0	0	0	3	0	2	0	0	0	4
LINC01626	3	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00205	40	20	26	52	21	3	5	65	169	280	73	41	2	26	2	586
CACNA2D1-AS1	6	3	1	12	0	0	0	0	0	0	0	0	0	0	0	3
GEMIN8P3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD99P1	18	13	0	19	1	0	1	60	74	83	10	27	0	7	0	170
LGALS8-AS1	4	3	0	2	0	0	0	19	12	11	4	1	0	2	0	36
RPS21P8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01983	8	2	0	10	0	0	0	0	3	0	2	2	0	0	0	1
LINP1	5	6	0	13	0	0	0	0	4	7	0	6	0	1	0	4
LOC101928516	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DIS3L2P1	6	1	0	16	0	0	1	0	0	0	0	1	1	0	0	0
UBE2E1-AS1	3	0	0	1	0	0	0	0	1	2	0	0	0	1	0	1
COX5BP8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENTPD3-AS1	30	10	11	65	32	1	7	62	125	189	34	16	2	16	0	315
IL10RB-DT	0	4	2	7	3	0	3	0	7	1	0	0	0	0	0	23
CERS1	11	4	0	8	0	0	0	0	0	0	0	0	0	0	0	1
RPS20P14	2	0	0	9	2	0	0	2	9	3	1	0	1	1	0	9
LINC00114	1	4	0	11	0	0	0	0	0	0	0	0	0	0	0	4
BOLA3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P28	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	1
DIAPH3-AS2	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH23-AS1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPIAP89	0	1	0	7	0	0	0	1	2	1	0	2	0	0	0	2
CFL1P1	9	3	0	11	12	0	0	0	7	7	0	0	1	2	0	28
EEF1A1P1	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	186
LINC01342	21	9	9	6	0	0	0	0	3	3	3	0	0	1	0	9
TERF1P6	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DAZAP2P1	0	1	0	2	1	1	2	1	5	2	2	1	2	0	0	4
LINC01870	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANF1P4	2	2	0	1	1	0	0	0	2	2	1	0	0	0	1	0
LOC105375267	7	3	3	14	0	0	0	0	6	4	1	3	0	2	0	4
FAM95B1	10	3	0	3	0	0	0	0	0	5	0	0	0	0	0	3
EFCAB6-AS1	16	9	0	13	0	0	1	1	2	1	0	0	0	0	0	3
VN1R40P	2	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0
MYCNUT	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDGFA-DT	2	3	1	15	0	0	0	0	11	31	3	0	1	3	0	44
RAB9AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01805	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2
NPM1P19	3	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1
HLA-DPB1	223	75	81	335	1104	99	310	1483	1242	665	459	730	93	96	32	1775
SAP18P2	1	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1
LINC01921	0	0	0	4	0	0	0	0	0	4	2	0	0	2	1	21
NBEAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
RPS8P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP53	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
LINC01078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC5-AS1	3	2	0	0	0	0	0	0	9	7	0	0	0	0	0	8
LINC01707	12	14	3	24	0	0	0	8	4	4	0	0	0	1	0	5
LOC101929452	16	3	2	13	0	1	0	28	2	0	0	0	1	0	0	0
FAM90A13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSER1-DT	43	16	7	40	21	2	1	39	60	104	27	16	1	10	0	290
GNL2P1	4	1	0	2	0	0	0	0	4	18	1	3	1	1	0	2
CCNJP2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SEC13P1	2	0	0	5	0	2	0	0	0	0	0	2	0	0	0	1
RPL23P4	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
HMGB1P12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF32-AS3	5	3	0	5	0	0	0	7	0	0	0	0	0	0	0	6
EEF1A1P36	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02471	11	10	4	17	0	0	0	0	0	1	0	0	0	0	0	1
DPPA2P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P27	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1P2	4	6	0	3	0	0	0	18	9	6	1	9	2	1	0	23
TNS1-AS1	12	8	0	12	0	0	0	0	13	1	1	0	0	0	0	10
NUP35P1	1	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LGALSL-DT	10	7	2	14	0	0	0	0	15	32	1	2	0	1	0	5
KRT8P8	5	8	4	8	3	0	0	2	2	2	2	1	0	1	1	5
LINC01014	0	0	2	0	7	0	1	0	18	30	1	1	0	1	0	23
ROR1-AS1	11	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0
H2ACP2	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1
C1QTNF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01767	5	2	0	9	0	0	0	0	10	3	1	3	0	1	0	0
AFG3L1P	31	36	16	47	31	3	8	43	151	218	48	44	5	15	1	295
CHROMR	29	24	14	34	3	0	5	81	220	221	32	30	2	21	0	1448
UBBP3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
THAP12P8	6	0	0	10	0	0	0	0	0	0	0	1	1	0	0	0
ZNF587P1	7	2	1	8	0	0	0	0	0	0	0	0	0	0	0	1
DDX11L1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PAFAH1B1P2	2	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2
BNIP3P42	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3
EXTL2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCR2	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	5
SNRPD2P2	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPRP1	5	6	0	1	3	1	0	1	2	3	0	1	0	0	0	5
LINC01874	3	4	1	3	0	0	0	0	0	0	0	0	0	0	0	1
RPL26P28	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
LINC02647	6	3	8	8	0	0	0	0	0	0	0	0	0	0	0	0
RPL32P35	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
TRDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YES1P1	5	2	2	9	1	1	1	1	21	27	5	4	0	10	0	43
ATP5F1CP1	0	0	0	0	0	2	1	0	2	6	0	2	0	0	1	3
USP12P2	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
LINC01441	2	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1
LINC01449	4	7	0	2	0	0	0	0	0	0	0	0	0	0	0	5
RPL21P32	1	1	1	0	0	0	0	0	52	27	1	2	0	4	0	30
MIR181A2HG	2	2	0	0	0	0	0	0	7	3	1	1	0	1	0	1
EDRF1-DT	9	1	1	9	0	0	1	0	27	37	4	3	0	1	0	43
LINC01853	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL3-AS1	1	0	0	0	0	0	0	0	8	18	1	1	1	1	0	1
EPB41L4A-AS1	15	11	9	34	71	2	11	45	301	208	39	27	1	22	2	463
CDY8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02561	1	5	0	6	0	0	0	0	14	22	7	5	2	3	0	46
SFPQP1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CDYLP1	3	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
IGKV3D-15	0	1	0	0	2	1	1	0	0	0	1	1	0	0	1	0
MTND4P6	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCNT2-AS1	18	13	4	41	10	2	1	0	39	55	6	4	1	9	1	50
PAEPP1	5	1	0	18	0	0	0	0	0	1	0	0	0	0	0	0
DMTF1-AS1	2	1	0	6	0	0	0	17	6	8	1	5	0	1	0	13
LINC02612	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CPTP	24	8	5	26	41	4	9	85	136	169	56	32	5	23	3	731
GAPDHP55	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
EGFR-AS1	6	6	0	20	1	0	0	0	2	0	1	1	1	0	1	3
HSPA8P16	5	0	5	5	0	0	0	0	2	0	1	0	0	0	0	0
ARSLP1	5	0	0	5	0	2	1	20	2	16	16	0	2	3	1	0
SRSF3P4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB4BP5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL32P6	1	2	0	3	0	0	0	0	1	3	3	0	0	0	0	3
SRIP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMT3AP1	2	2	2	7	0	0	0	0	0	1	0	0	1	0	0	0
VEZTP1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LINC00691	7	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3
TTTY22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG14	301	228	87	374	271	16	118	373	2286	3637	310	304	48	249	3	2661
UBE2FP1	1	2	0	1	0	0	0	2	7	5	0	1	0	0	0	8
SLC44A3-AS1	54	29	13	70	6	0	0	57	149	171	65	50	4	23	0	258
UBTFL8	13	5	4	1	0	0	0	0	0	0	0	0	0	0	0	2
MTCO1P11	8	0	0	11	0	1	0	0	29	22	0	3	0	1	0	68
RPL23AP41	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1
PPM1F-AS1	71	43	25	165	22	3	7	17	17	11	11	5	6	8	1	38
POTEF-AS1	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129175	5	1	3	9	0	0	0	1	7	1	2	0	0	1	1	13
BCAR3-AS1	16	1	6	18	0	0	0	35	18	62	23	8	4	7	0	159
RPS24P8	1	3	0	1	1	0	2	0	4	1	1	0	1	0	0	4
