Gene	NLF_SiC_Un_1_S1_R1_001	NLF_SiC_Un_2_S9_R1_001	NLF_SiC_Un_3_S17_R1_001	NLF_SiH_Un_1_S3_R1_001	NLF_SiH_Un_2_S11_R1_001	NLF_SiH_Un_3_S19_R1_001
PPP1R11P2	0	0	0	0	0	0
CYLC1	0	0	0	0	0	1
VEZTP1	3	2	2	0	4	0
RIPPLY1	0	0	0	2	1	0
PGAM4P1	0	0	0	0	0	0
FDPSP5	0	0	0	0	0	0
DPRXP6	0	1	0	0	0	1
EEF1A1P30	1	1	0	3	2	1
CXorf38	316	531	280	369	556	378
RPL36P18	0	0	0	0	0	0
EEF1A1P29	1	8	3	10	3	1
SFR1P1	0	0	0	2	0	0
TCEAL7	661	385	437	380	83	178
HMGN1P35	0	1	0	1	0	1
ARL5AP5	0	0	0	0	0	0
BEX1	16	1	10	27	0	7
IMPDH1P4	1	0	4	0	0	4
RPL22P22	0	0	0	0	0	1
H3P44	0	0	0	0	1	1
RPL31P63	5	0	1	7	2	4
SPIN4	142	103	67	55	10	12
RRM2P3	2	0	0	1	0	0
PCNAP3	0	0	0	0	1	0
MTCO1P53	0	1	0	0	0	0
PRPF4BP1	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0
TMEM30BP1	1	5	2	1	0	0
COX6CP12	0	0	0	0	0	0
NCKAP1P1	0	2	0	0	0	0
THOC2	1616	2119	1182	1447	1079	1179
SPIN3	260	447	173	104	83	101
MAP2K4P1	2	0	0	1	4	1
GEMIN8P3	0	0	0	1	0	0
ITM2A	2	137	1	1	66	0
CAPZA1P1	2	2	1	0	1	1
LUZP4	0	0	0	0	1	0
SPANXB1	0	0	0	0	0	1
KCTD9P2	6	16	15	5	18	4
HSPA8P1	0	4	5	3	4	9
LOC105373314	0	0	1	0	1	0
RPL26P36	0	1	3	0	0	2
BEX3	2264	4315	3268	2417	3000	3377
MAGEC2	0	0	13	0	0	5
SUMO2P21	0	1	0	1	0	2
SLITRK4	0	0	0	3	0	0
NAP1L2	12	29	3	3	3	4
FERP1	4	1	0	3	0	0
PHF5FP	0	2	0	0	0	0
HTATSF1	1212	1732	818	1081	1027	885
CYCSP44	0	0	0	0	0	0
H2BP8	0	0	0	0	0	1
RPL7P53	0	0	0	0	0	0
MTND4LP1	0	0	0	0	0	0
YAP1P2	0	0	0	0	0	0
IGBP1	847	1183	660	1018	635	626
RAB40A	8	39	4	17	8	7
RHOXF2	1	0	0	0	0	0
HAX1P1	0	0	0	0	0	0
CNOT7P1	18	12	5	12	15	4
TUBB4AP1	0	0	0	1	0	0
WDR44	564	864	513	719	712	620
PWWP3B	0	1	0	0	0	0
STK24P1	47	51	27	63	41	32
SRD5A1P1	0	0	1	13	1	9
PLS3-AS1	2	3	3	11	4	2
RAC1P4	1	0	0	0	0	0
BRS3	0	0	0	0	0	0
ASB12	0	0	0	0	0	0
RBBP8P1	1	0	0	0	0	0
FGF13	3	40	8	9	42	8
PA2G4P1	3	5	6	3	8	7
AMER1	277	291	148	106	62	54
RPL3P12	0	0	0	0	0	1
RPL12P50	0	0	4	0	0	0
SPANXC	0	0	0	0	0	0
IL1RAPL2	0	1	1	0	1	13
RPL7L1P11	0	0	0	1	0	0
PNMA6B	0	2	0	0	1	0
MAGEC3	1	0	0	0	1	3
TMEM185AP1	0	0	0	0	2	0
TRMT1P1	0	0	0	0	0	1
MTND4P24	0	0	0	0	0	1
LOC643015	39	37	44	46	33	49
RAP2C-AS1	31	27	10	28	19	30
UBE2NL	0	0	0	0	0	0
HSFX1	0	0	0	0	0	0
RHOXF1	0	0	0	0	0	0
ZFYVE9P1	13	16	12	6	6	18
ASS1P5	0	0	0	0	0	0
IDS	121	203	136	123	72	132
LDOC1	373	700	644	829	701	969
MTCP1	6	1	7	13	12	4
GABRA3	0	0	0	0	0	0
RBMX2P2	0	0	0	0	2	0
MAGEA11	0	0	0	0	0	0
PASD1	0	0	0	1	0	0
IGSF1	0	0	0	0	0	3
EOLA2	152	151	224	142	169	212
FUNDC2	429	556	568	410	420	762
EOLA1-DT	8	8	2	5	5	2
RPL36AP52	0	0	0	1	1	0
EOLA1	64	90	109	75	92	58
RNF128	168	252	73	111	130	44
ANKRD11P2	11	9	7	26	9	3
IDSP1	0	0	0	0	1	0
MAGEC1	0	0	0	0	0	0
LHFPL1	5	4	10	0	7	0
F8	77	128	107	176	167	192
HDGFP1	10	19	0	8	12	0
AFF2	12	3	0	16	4	0
HMGN5	67	68	55	89	51	76
MAP7D3	704	745	560	732	685	655
RPA4	1	6	2	6	3	3
SETP8	0	1	0	1	0	0
CBX1P1	0	3	0	0	0	0
GLUD2	64	83	41	62	71	52
EEF1GP5	3	4	0	6	1	5
SPANXA2-OT1	13	3	11	16	2	8
TBC1D8B	543	786	261	1136	1015	661
NDUFB5P2	0	0	0	0	0	0
MORC4	1126	1342	711	1152	1443	1190
LOC100289206	0	0	1	0	0	0
VBP1	844	853	876	592	619	967
IL13RA2	3	32	113	870	679	1626
PHKA1	186	315	197	91	127	73
ZDHHC15	0	9	0	0	4	0
IL1RAPL1	91	80	21	93	43	11
RPS26P11	0	0	1	3	1	2
ZBTB33	773	724	416	683	444	338
RTL5	417	576	304	395	391	279
H3P43	2	3	0	0	0	1
CD84P1	0	0	0	0	0	0
MATR3P1	17	11	10	11	16	4
ADGRG4	0	1	1	1	0	1
HMGN2P48	0	0	0	0	0	0
RPL21P134	2	0	1	0	1	1
RAB39B	27	44	14	10	15	6
INTS6L-AS1	0	0	0	0	0	1
NAP1L3	173	429	71	96	114	21
RPL19P21	0	1	0	1	0	1
HMGB3	228	171	123	121	119	149
PABPC5-AS1	0	0	0	0	0	0
IL13RA1	2459	2436	1446	3919	2509	1823
ACTBP1	1	0	0	0	0	0
RADX	131	187	75	58	92	50
Y_RNA	0	0	1	0	0	1
Y_RNA	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
MIR548AM	0	0	0	0	0	0
MIR4666B	2	0	0	0	0	0
MIR221	20	42	11	5	1	21
LOC124900488	0	1	0	0	0	0
MIR222	4	2	0	0	0	1
Metazoa_SRP	0	0	0	0	0	0
SNORA11	3	4	5	3	1	7
RNU6-421P	0	0	0	0	0	0
RN7SL388P	0	0	0	0	2	0
RNU2-68P	0	3	0	0	0	0
MIR361	0	0	0	0	0	0
Y_RNA	0	0	0	3	0	0
RN7SL648P	0	2	0	0	0	0
RNU6-648P	0	0	0	0	0	0
SNORA35B	0	0	0	0	2	2
LOC124900493	0	0	2	0	0	0
Y_RNA	0	0	0	0	0	0
MIR548AN	0	1	0	0	0	0
RNU6-3P	1	0	1	2	1	2
NICN2P	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0
LINC01560	12	28	25	28	10	11
NUS1P1	24	30	15	90	56	80
SYN1	32	35	27	13	1	10
MIR4769	0	0	0	0	0	0
ELK1	574	540	819	835	700	992
UXT	315	265	429	352	246	420
UXT-AS1	4	8	3	16	6	4
SMSP1	0	0	0	0	0	0
WASF4P	38	40	38	56	21	14
RPL7P57	2	6	1	1	1	3
TIMP1	15135	32637	30185	24384	24588	26362
ZMYM3	664	1008	454	426	200	103
ITGB1BP2	4	2	2	0	0	1
ZCRB1P1	6	4	0	8	2	10
RHOG2P	0	0	1	0	0	1
Metazoa_SRP	0	0	0	0	0	0
PABPN1P1	8	35	19	19	10	15
INGX	0	0	0	0	0	0
CXCR3	0	0	0	0	0	1
CLIC2	62	134	25	257	202	244
TWF1P2	0	2	0	4	1	0
PHF10P1	1	0	1	0	0	2
SRD5A2P1	0	0	0	0	1	0
TMLHEP1	0	1	0	0	3	0
TMLHE-AS1	0	1	0	0	2	0
TMLHE	141	171	129	144	91	119
AMD1P2	0	0	0	0	0	0
VAMP7	1402	1516	1163	507	343	508
ELOCP24	0	0	0	0	0	0
WASIR1	0	0	0	1	0	0
TKTL1	0	0	0	0	0	0
FAM50A	705	1215	917	1448	1653	1860
MIR6858	0	0	0	0	0	0
PLXNA3	1318	2320	1261	2414	2173	1721
UBL4A	447	597	598	361	437	450
SLC10A3	321	529	394	573	590	639
ATF4P2	0	0	0	0	0	1
RPL7P58	0	0	0	0	0	0
HMGA1P1	0	5	2	5	0	4
ZNF711	304	20	30	76	1	5
RAB9B	41	37	18	9	16	1
ELF2P1	2	2	0	0	2	0
TMSB15B	1	1	0	2	2	3
SLC25A53P1	1	2	1	0	0	0
H2BW3P	0	2	0	0	0	0
LIMK2P1	0	0	0	0	0	0
MSL3	458	660	453	443	343	443
Y_RNA	0	0	0	0	0	0
FRMPD4-AS1	0	2	0	0	0	0
PSMA6P2	0	3	4	0	3	3
TLR7	2	1	0	2	0	2
TLR8-AS1	0	0	0	0	0	0
LOC100420089	0	0	0	0	0	0
RNA5SP504	0	0	0	0	0	0
EIF4A2P4	2	2	4	2	2	3
PPIHP2	0	0	0	0	0	1
XACT	0	1	1	1	0	6
MIR4768	0	0	0	1	0	0
LOC101928389	0	0	0	0	0	0
NHS-AS1	0	0	1	0	2	1
CHP1P3	0	1	1	0	0	0
SCML1	567	755	534	483	373	599
F8A3	0	1	0	0	1	0
RHOXF2B	1	0	0	0	0	0
LANCL3	3	8	20	2	5	1
HSFX4	0	0	0	0	0	0
ZNF275	456	476	346	553	446	466
ZNF157	1	2	0	0	0	0
MAGED1	5425	7120	4333	11181	10995	8824
PUDP	615	1209	391	796	798	474
NALF2	0	0	0	0	0	0
TEX13A	0	0	0	0	0	0
PNMA6A	1	25	3	4	3	1
COL4A5	1119	3733	886	2735	4076	1914
RAB33A	20	11	23	17	8	17
ZNF280C	156	138	100	160	106	92
AIFM1	325	585	340	343	348	402
LINC02601	0	0	0	0	3	0
SHISA5P1	0	1	0	0	0	0
RN7SL15P	0	0	7	0	1	0
CASK-AS1	0	0	0	0	0	0
RNU6-1321P	0	0	0	0	0	0
YWHAZP10	2	4	4	0	1	3
RN7SL144P	0	0	0	0	0	0
GPR82	0	1	1	0	0	1
RPS15AP39	0	0	0	0	0	0
COX7B	712	745	1589	619	823	1787
FTSJ1	337	448	453	531	636	534
PORCN-DT	0	2	1	0	0	0
EBP	23	58	67	23	30	93
Metazoa_SRP	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU6-800P	0	1	0	0	0	0
ASB9	0	0	11	0	0	0
ASB11	0	0	0	0	0	0
PIGA	161	119	89	162	90	132
VEGFD	174	48	5	100	11	4
CLCN4	167	268	67	25	57	47
ACTG1P10	0	0	1	1	0	4
MIR6895	0	2	0	0	0	0
MIR6894	0	0	0	0	1	0
KDM5C-IT1	0	0	0	0	0	0
RIBC1	2	5	5	0	0	1
EEDP1	0	1	0	3	0	0
SOX3	1	1	1	0	0	0
DUSP9	0	2	0	1	0	0
RPL18AP16	3	0	2	0	0	1
PNCK	1	30	12	9	5	1
BCAP31	1391	2773	2471	1760	2223	3032
ABCD1	175	236	210	243	232	204
PLXNB3-AS1	6	18	5	15	13	16
PLXNB3	55	215	74	45	149	57
SRPK3	3	5	10	2	6	8
SSR4	905	1322	1587	2909	2240	3189
CYCSP45	0	0	0	0	0	0
L1CAM	19	14	20	11	6	5
RENBP	5	72	34	64	60	47
HCFC1	872	1181	893	965	783	652
HCFC1-AS1	0	2	0	1	0	0
TMEM187	43	141	74	117	116	126
NANOGNBP3	1	0	0	0	0	0
RPL21P132	0	0	0	0	0	0
TIMM8A	72	89	76	91	54	112
RPL36A	24	50	44	36	24	46
HNRNPH2	1899	2303	1148	1635	1294	1218
PPIAP90	0	0	0	0	0	0
CCNQ	107	143	233	141	199	335
LOC105373383	2	1	9	6	0	4
KRT18P48	0	0	0	0	0	0
SLC6A8	424	810	571	531	510	522
NUTF2P7	0	1	0	0	0	0
SOCS5P4	0	6	0	6	0	1
SNX12	1186	2026	1348	922	1212	1242
FOXO4	144	279	131	187	151	76
GJB1	1	0	0	0	0	0
MIR98	0	0	0	0	0	0
RLIM	1286	1310	748	1940	1424	1218
NEXMIF	0	0	2	2	0	0
RPSAP61	4	1	5	4	0	2
DIPK2B	0	0	0	0	0	0
LOC101059915	0	0	0	0	0	0
CT45A11P	6	0	1	0	2	0
PRPS1	553	728	1807	457	612	930
AR	860	1124	524	485	343	325
PCDH19	2	17	2	5	5	9
VDAC1P2	6	5	9	21	5	30
XRCC6P2	8	13	4	7	5	7
LOC100422685	0	0	0	0	0	0
RANP4	6	8	0	16	12	1
RAB28P5	0	6	1	2	1	0
RBMX	2301	2090	1267	2901	1970	1722
SRRM1P3	0	0	0	0	1	1
TCEAL3-AS1	1	0	0	0	0	0
TCEAL1	176	370	347	219	211	222
CNEP1R1P1	0	1	1	0	0	0
MORF4L2	4342	6003	4215	5141	6174	6545
MORF4L2-AS1	3	12	4	8	2	5
TMEM31	0	0	0	4	1	2
SLC25A53	57	44	30	46	42	41
PLP2	492	938	976	295	307	488
PRICKLE3	62	125	67	53	66	50
HSPB1P2	1	0	3	0	0	1
CCDC22	69	140	115	90	123	115
PPP1R3F	29	63	72	58	57	67
ZNF182	77	161	41	100	53	37
ZNF630	8	34	3	19	24	7
ZNF630-AS1	0	0	0	0	0	0
CSTF2	254	248	203	92	79	114
SATL1	1	0	0	0	0	0
UBQLN2	1631	2028	1014	826	501	553
SLITRK2	0	1	1	0	1	2
PRRG1	826	1258	603	856	642	651
PRPS2	872	679	595	703	217	342
ATRX	3725	4866	2153	3342	1836	1676
RRAGB	349	500	210	220	188	176
VSIG1	1	7	0	2	2	1
TSPAN7	2	2	4	0	5	4
CFP	3	4	0	5	1	2
DDX3X	11258	17044	5597	12774	10805	7285
TSPAN6	1153	1379	822	1108	741	899
RAD21P1	1	1	0	1	0	0
LOC124900498	0	0	0	0	0	0
SPIN2P1	0	1	0	0	1	0
FSIP2LP	0	0	0	0	0	0
DENND10P1	51	45	31	31	18	35
ARHGAP36	1	0	0	0	0	0
TMSB15A	88	8	26	15	0	2
CTHRC1P1	0	0	1	0	0	0
BMX	0	0	0	1	0	0
CA5BP1	116	131	43	72	116	56
CA5B	209	415	128	375	438	144
AP1S2	875	782	602	634	219	284
APEX2	170	281	214	181	181	219
ALAS2	0	0	0	0	0	0
HDGFL3P1	1	1	0	0	0	1
PAGE2	0	0	0	0	0	0
MTND2P24	0	0	0	0	0	0
FLNA	37257	32647	27024	13738	11193	11555
CLTRN	2	4	3	8	1	1
RPL10	10684	9601	10748	17244	8346	11533
SMC1A	997	1144	576	1298	909	724
SLC9A6	517	749	420	293	196	207
ATF4P1	0	0	0	0	0	0
IKBKGP1	1	0	0	0	0	1
PNKDP1	0	0	1	0	0	0
STK26	157	254	11	29	12	1
AGKP2	2	0	2	0	0	0
RAP2C	783	661	424	1228	737	939
PLP1	24	35	0	29	31	1
TLE1P1	20	13	8	13	5	13
FRMD8P1	0	0	0	1	0	0
NONO	4255	5143	3148	5162	4095	3571
TASL	0	0	0	1	0	0
CKS1BP6	0	0	0	0	0	0
FTLP2	7	12	14	8	10	15
GK-IT1	0	0	0	4	0	1
GK-AS1	3	12	5	44	48	29
PCYT1B	4	2	0	0	1	0
LOC100288233	0	0	0	0	0	0
POLA1	243	259	91	135	61	30
EEF1B2P3	296	243	281	458	205	469
ARX	0	1	0	0	0	0
WASH6P	34	7	28	37	9	21
ZFX-AS1	0	1	0	2	1	0
RPS26P58	6	2	2	5	2	7
ARHGEF9	133	148	85	227	156	130
BTF3P8	22	16	13	17	6	12
ZCCHC18	13	22	16	19	8	8
PAGE5	0	0	3	0	0	0
PJA1	495	398	361	742	326	479
TMEM255A	142	26	20	20	3	1
TAF7L	10	7	55	11	9	38
INTS6L	196	238	130	213	92	114
ZFX	1379	1496	434	1183	702	426
SSX1	0	0	1	0	0	0
ZNF81	227	261	132	180	129	118
MID2	329	447	315	232	202	139
TEX11	0	0	0	0	0	0
GPR174	3	3	4	2	1	2
SEPTIN6	549	171	168	502	39	82
FHL1	6377	4363	4170	3100	1838	2041
IQSEC2	300	599	474	314	295	226
ABCB7	400	527	244	320	215	195
AKR1B1P8	0	0	0	0	0	0
API5P1	1	4	0	2	1	0
ZDHHC9	835	998	748	1524	1189	1195
LOC105373335	0	0	3	1	0	0
UTP14A	291	393	244	337	285	369
BCORL1	274	455	273	377	122	177
Y_RNA	1	7	4	8	7	8
IRS4	2	8	2	1	0	2
IRS4-AS1	6	9	0	0	0	0
TCEAL3	397	987	578	378	771	553
FAM199X	1184	1255	747	1004	587	716
ESX1	0	0	0	0	0	0
PLCXD1	110	93	137	214	11	84
APLN	13	4	7	24	2	2
XPNPEP2	0	0	0	78	2	0
SASH3	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0
ARAF	760	1236	904	691	591	684
CHRDL1	168	533	6	144	353	10
PAK3	118	89	63	8	4	2
CAPN6	0	0	0	0	0	0
EIF4BP7	94	136	75	246	36	76
SRPX2	580	521	556	612	913	746
ATP1B4	0	0	0	0	2	0
LAMP2	6530	7735	3917	5851	4069	3242
MCTS1	383	626	459	522	559	768
C1GALT1C1	409	718	409	466	521	429
CUL4B	3399	4315	3253	2526	1665	1376
HNRNPA3P3	0	0	0	0	1	1
GPM6B	62	23	28	65	6	10
GEMIN8	219	266	127	176	164	115
TMEM164	291	314	319	503	693	747
AMMECR1-IT1	0	0	0	0	0	0
SOWAHD	15	1	23	1	0	1
RPL39	5087	2951	6890	7734	3439	9354
RNF113A	118	196	139	200	154	190
NDUFA1	486	941	1146	611	868	1365
AKAP14	0	1	2	0	0	0
NKAP	318	420	258	288	148	300
RPS11P7	0	1	0	0	0	0
LINC03053	0	1	0	0	0	0
LOC101927476	61	13	26	8	1	2
BCOR	651	682	405	492	288	239
NPM1P8	0	0	0	0	0	0
TBCAP1	4	5	15	10	7	18
ECMXP	0	3	0	0	3	0
BGN	7920	11071	1941	12435	7057	2046
GSPT2	382	522	281	294	133	121
LOC100631242	0	0	0	0	0	0
RNU6-504P	0	0	0	0	0	0
CENPVL3	0	3	0	0	0	0
PGK1P1	15	13	9	9	13	8
AKIRIN1P2	4	2	11	5	0	6
YIPF6	1180	1193	819	997	894	1331
OPHN1	474	567	243	350	180	133
VMA21	1180	963	582	491	254	291
LOC105377213	0	0	0	0	0	0
ATP6AP1	1267	2088	1938	2146	3052	2832
SPIN2B	15	42	24	19	19	19
CLDN2	1	1	3	7	4	6
ZXDB	317	417	193	194	129	151
FAAH2	4	5	0	4	5	0
DRP2	238	371	183	144	74	47
DOCK11	1851	3434	918	1591	1193	826
ZXDA	129	117	57	80	42	32
GK4P	17	44	20	257	314	286
NXF5	0	0	0	0	0	0
GLRA4	0	0	1	0	2	2
ATXN7L3P1	5	8	6	8	4	7
EIF4BP9	6	2	0	7	1	2
MRRFP1	5	0	0	0	0	1
GRIA3	24	283	82	2	108	52
H3P47	4	9	5	6	4	3
LOC124905242	0	0	0	0	0	0
TBL1X	1020	800	483	1793	685	660
GPR143	0	0	0	2	4	0
EGFL6	9	1	0	1	0	0
RAB9A	416	482	299	764	478	436
OFD1	631	563	213	950	265	197
TAF1	958	1276	421	828	549	375
CCDC120	54	90	30	49	21	21
PRAF2	91	344	219	298	317	232
WDR45	161	392	178	307	326	386
RNU4-52P	0	1	0	0	0	0
GPKOW	239	334	289	176	180	240
RN7SL262P	0	0	0	1	0	0
HSFX2	0	2	0	0	0	0
RTL8B	434	488	439	459	451	520
RTL8C	1315	2397	1797	1380	1504	1779
RTL8A	264	455	381	324	411	412
SMIM10L2B	13	6	14	7	1	10
CT55	0	0	0	0	0	0
ZNF75D	386	426	176	419	309	259
ETDC	1	0	0	0	0	0
ZNF449	240	354	146	300	214	226
SMIM10L2A	3	13	7	4	2	4
CROCCP1	0	0	1	0	0	0
PRDX4	457	540	438	2541	2846	2833
ACOT9	615	1008	627	567	623	587
APOO	70	82	118	37	69	105
RPL9P7	21	12	19	28	13	24
CXorf58	0	0	0	0	0	0
MPP1	238	547	280	389	555	374
HMGN1P37	0	1	0	0	0	2
H2AB1	0	0	0	0	0	0
F8A1	31	83	49	43	52	45
EEF1A1P31	0	0	0	2	0	0
FOXN3P1	9	2	1	20	11	4
NXF4	1	0	0	0	0	0
ARMCX5-GPRASP2	68	60	30	51	31	29
GPRASP1	96	249	75	165	66	47
ARMCX5-GPRASP2	0	0	0	0	0	0
GPRASP3	0	3	1	1	0	0
GUCY2F	0	0	0	0	0	0
NXT2	336	270	153	277	147	173
MFN1P1	1	2	3	7	7	8
KCNE5	1	11	3	3	3	2
ACSL4	5257	4608	2761	16472	7793	8247
TREX2	1	11	5	2	5	0
ZCCHC12	2	2	6	0	2	0
LINC01285	0	1	0	1	1	0
LONRF3	1	1	18	5	10	7
GYG2	267	724	212	79	83	44
ARSD	239	864	225	172	248	103
ARSH	0	0	0	2	0	0
ARSF	0	0	0	2	0	0
PGK1	6733	6780	5075	7416	6138	6280
PGAM4	0	0	0	0	0	0
TAF9B	605	650	393	222	124	173
KDM6A	816	1087	390	835	642	375
ARSL	44	9	6	17	2	2
MTND2P2	0	0	1	0	0	0
MTCO1P19	0	0	0	0	0	0
MTND5P26	0	0	0	0	0	0
SLC25A14	128	187	91	93	65	83
SMS	1575	2773	1636	1868	1986	2119
PHEX-AS1	0	0	0	1	0	0
METTL15P3	0	0	0	0	0	0
PHEX	18	73	11	122	119	28
GABRE	774	1698	596	662	352	404
EMD	596	794	714	880	719	837
FRMPD3	5	2	6	1	1	0
SEPHS1P4	1	3	0	0	1	1
TSIX	3	2	0	2	3	4
XIST	2321	2441	1	3180	1414	0
SHISA5P2	1	0	0	0	0	0
AARSD1P1	0	1	0	3	3	0
UHRF2P1	1	4	2	3	2	2
DDX3P1	0	4	0	0	0	0
MKRN5P	1	0	0	1	0	0
ATP2B3	5	6	2	0	3	0
MTMR1	802	1063	618	543	561	504
TRAPPC2	300	414	186	446	313	179
SDCBPP3	25	46	32	70	89	66
RPS2P55	8	8	13	12	10	11
CLIC4P3	220	189	102	100	93	70
USP9X	5273	8355	3289	4690	3604	2781
TRMT2B-AS1	0	0	0	2	0	0
TMEM35A	1015	662	466	1983	880	528
CENPI	31	61	56	26	17	21
YWHAQP8	0	0	1	0	0	0
HAUS7	25	56	6	17	25	7
SAT1	1261	3273	2402	2127	3192	3765
STARD8	78	53	58	221	16	46
GCNA	23	63	38	45	22	43
AMOT	1076	1029	301	606	197	54
FAM156A	3	16	5	1	3	1
MPC1L	0	0	0	0	0	0
ZBED1	530	712	533	348	293	283
MIR6089	0	0	0	0	0	0
LINC00102	0	0	0	0	0	2
CD99	1974	4075	2897	4928	6982	6449
XG	12	115	11	0	45	9
MAMLD1	702	1672	454	276	205	153
HSD17B10	338	657	1003	237	504	949
HUWE1	4014	6712	3766	6702	4325	3814
MRPL32P2	8	17	27	16	10	23
ZFP92	0	14	2	0	7	2
CT45A10	0	0	0	0	0	0
PDZD4	14	28	35	7	4	1
PCDH11X	1	0	0	2	0	0
ZNF41	147	108	67	184	111	91
PNMA3	2	9	8	1	0	0
ZNF674	60	69	52	130	81	166
USP51	48	51	19	107	17	35
FAM133A	4	13	1	1	2	4
ATP11C	1619	1584	799	1353	799	652
FATE1	0	0	0	0	0	0
MAGEA4	1	0	0	0	0	0
MAGED4	3	1	2	51	2	0
GPC4	25	3	95	11	2	14
RPS24P19	6	15	11	15	6	23
TIMM8BP2	0	0	0	1	1	0
FOXP3	0	2	0	0	0	2
GPR173	68	210	74	207	180	151
TSPYL2	974	1747	943	1575	1171	1123
KDM5C	1769	2549	1225	2510	1984	1606
FMR1-AS1	0	0	0	0	1	0
FMR1-IT1	2	0	0	1	1	1
FMR1NB	0	0	0	0	0	0
FTH1P8	108	346	109	266	364	318
TAB3	845	987	582	825	544	452
MAGEA10	0	0	0	0	0	0
MED12	584	803	431	749	404	280
FMR1	1179	1212	597	775	536	405
XAGE3	0	1	0	0	0	0
FRMD7	0	0	0	0	0	0
GPRASP2	369	541	275	221	112	151
MAOA	202	3860	644	141	861	364
MXRA5	638	8	924	4492	8	655
ASS1P4	0	1	0	0	0	0
LINC01546	2	2	1	7	0	0
MAGT1	1702	2531	1223	3569	3149	3069
GABRQ	0	0	0	3	0	0
MAGEA3	0	0	0	0	0	0
CSAG1	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	1
MAGEA6-DT	0	0	0	0	0	0
CETN2	630	952	765	542	702	1139
NSDHL	179	384	398	138	153	385
LOC124905237	0	0	0	0	1	0
EIF2S3	2799	3127	1415	1137	590	500
KLHL15	282	315	183	239	94	132
MID1	2072	2268	933	612	579	311
MTM1	156	175	92	284	228	263
CD99L2	906	1535	881	953	1087	920
PPIAP91	0	1	0	1	0	0
NLGN3	20	110	21	33	28	4
PRXL2CP1	0	1	0	0	0	0
LAS1L	321	611	372	292	324	319
NHS	665	592	218	815	325	149
LPAR4	44	14	1	12	3	1
NT5DC1P2	15	26	21	6	11	19
PHF6	1050	1080	670	384	302	333
HPRT1	457	453	418	421	277	403
RPL36AP54	2	0	0	1	0	0
MIR450B	2	3	0	1	0	0
MIR450A1	6	2	5	6	0	0
MIR450A2	8	0	6	0	0	2
MIR542	4	3	3	0	0	1
MIR503HG	773	332	196	581	198	387
MIR503	13	6	3	1	0	2
MIR424	3	0	0	0	3	1
LINC00629	5	11	0	4	3	8
PLAC1	0	0	1	1	3	4
RPL21P133	0	0	0	0	0	0
PABIR2	664	727	368	308	182	157
MRPS18CP7	3	2	5	2	2	1
PHF8	405	545	316	384	185	196
FAM120C	221	323	170	286	200	129
NYX	0	0	1	0	0	0
TMEM185A	153	264	138	147	121	90
RBMX2	294	514	300	336	211	276
GPR34	1	6	0	0	0	0
DACH2	14	27	25	38	13	38
ELF4	559	880	550	490	512	354
DIAPH2	788	1293	430	475	284	128
COL4A6	61	323	69	740	1644	604
SLC38A5	62	324	285	301	431	281
TCEAL4	1077	2089	1180	934	1156	982
WNK3	10	12	10	4	4	5
BRCC3	412	543	301	326	244	274
IDH3G	401	718	620	605	668	764
APOOL	543	468	316	405	266	315
PLS3	7900	8864	5156	6964	6848	6938
XIAP-AS1	1	0	0	0	0	0
RNU6-122P	0	0	1	0	0	0
PARD6BP1	0	1	0	0	0	0
STAG2-AS1	0	0	0	1	0	0
STAG2	3531	3458	1913	2709	1374	1621
NPM1P34	0	1	0	0	0	0
GPC3	44	0	16	20	0	4
AVPR2	0	0	0	0	0	0
PRRG3	12	25	30	11	18	35
FABP5P13	0	0	0	0	0	0
SHOX	0	0	0	0	0	0
SYP	4	11	5	9	15	10
STS	790	1552	563	1324	972	764
PNPLA4	71	128	70	135	108	98
CHIC1	1188	1268	733	289	117	202
LOC389895	0	0	0	0	0	0
FAM156B	1	1	0	1	1	0
IL9R	0	2	0	0	0	0
MID1IP1	592	412	330	1187	607	544
MAGED4B	46	6	16	5	1	2
H2BW2	0	0	0	0	0	0
SERTM2	0	0	0	0	0	0
RGN	94	153	107	22	23	11
RNU6-1189P	1	0	0	1	0	0
RNU12-2P	0	0	0	0	1	0
RBM10	475	704	443	804	683	593
ITPK1P1	1	0	0	0	0	0
UBA1	3397	5764	3688	4016	4703	3582
INE1	11	38	5	13	19	8
NDUFB11	368	654	860	694	660	1088
NUP62CL	1	0	0	0	0	2
GTF3C6P2	16	37	40	23	32	49
DNAJA1P3	5	1	6	5	1	1
C4orf46P2	6	9	3	3	0	5
ATP7A	1200	1578	546	798	696	564
HAUS1P2	0	0	0	0	0	0
PHKA2-AS1	0	0	0	1	1	0
PHKA2	256	271	170	232	84	132
RN7SL48P	0	0	0	0	0	0
SUPT20HL1	1	0	12	2	0	0
GLA	190	487	383	542	1200	1698
SUV39H1	44	68	62	24	26	40
ACAA2P1	20	36	42	37	17	13
PCSK1N	0	14	9	1	2	3
PQBP1	240	385	395	400	328	401
SLC35A2	213	294	255	561	706	695
PIM2	102	184	186	84	74	87
OTUD5	841	1263	746	1106	858	771
